body,task,disturbance,seed,controller,success,workflow_completed,stage_pass_rate,final_relation_error,final_object_error,final_object_speed,deadline_steps,steps_used,recoveries,localized_failure,exception_type,contract_hash,min_joint_limit_margin,final_min_jacobian_singular_value,energy,reflex_steps,predictive_checks,predictive_rejections,predictive_accepts,push_stage_reached,push_stage_sensed_stable,observer_checks,observer_rejections,observer_accepts,push_steps,push_torque_saturation_fraction,push_contact_fraction,push_contact_losses,push_progress,push_mean_tangent_force,push_min_jacobian_singular_value,push_min_joint_limit_margin,condition,first_failed_stage,safe
arm5_reference,push_to_zone,delay_0_noise_0.0035,27003,capability_compiled,False,False,0.6666666666666666,0.024654246866040692,0.024654246866040692,0.05588147959691304,720,486,0,True,stage_timeout,2ebd5a46a509772b,0.5801935654910793,0.21206119945901655,17.905414490800382,0,0,0,0,True,True,33,5,28,330,0.0,0.8909090909090909,22,0.1853959279037997,0.7120814816624467,0.21202068715317188,0.5141181163672175,delay_0_noise_0.0035,push,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27004,capability_compiled,False,False,0.6666666666666666,0.06140001862314849,0.06140001862314849,0.1654771847791148,720,496,0,True,stage_timeout,2ebd5a46a509772b,0.4467351753333668,0.20510695373685756,18.166433379889938,0,0,0,0,True,False,35,7,28,330,0.0,0.9151515151515152,23,0.15141214194606695,0.6406100865673346,0.205449679222038,0.4471044308217871,delay_0_noise_0.0035,push,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27005,capability_compiled,False,False,0.6666666666666666,0.0846624479494868,0.0846624479494868,0.024902453220147683,720,490,0,True,stage_timeout,2ebd5a46a509772b,0.3269573232662295,0.1911904626816548,16.99304333555884,0,0,0,0,True,False,31,8,23,330,0.0,0.9606060606060606,12,0.12641034182508962,0.5395259493718074,0.19122694623363878,0.3168458057390726,delay_0_noise_0.0035,push,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27006,capability_compiled,True,True,1.0,0.012213019922884923,0.012213019922884923,0.0022016483122641274,720,720,0,False,,2ebd5a46a509772b,0.6448064957768955,0.21533434637738902,21.588459640043588,0,0,0,0,True,True,34,7,27,330,0.0,0.8878787878787879,29,0.20002539088729088,0.7130578107161375,0.2051455888850946,0.5179841755457177,delay_0_noise_0.0035,,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27007,capability_compiled,False,False,0.6666666666666666,0.02801031010890661,0.02801031010890661,0.11146470044719094,720,486,0,True,stage_timeout,2ebd5a46a509772b,0.4808228123659011,0.20158395313910532,18.195223290193596,0,0,0,0,True,True,28,8,20,330,0.0,0.9090909090909091,25,0.1846674298759428,0.6595347124574725,0.20168238842570954,0.4382406310863649,delay_0_noise_0.0035,push,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27008,capability_compiled,True,True,1.0,0.011808732856604545,0.011808732856604545,0.0026483868075959246,720,720,0,False,,2ebd5a46a509772b,0.6190380013528727,0.2178374063260173,20.488226941897658,0,0,0,0,True,True,30,6,24,319,0.0,0.8652037617554859,33,0.1980492858244851,0.7388298616272064,0.2104187490025345,0.5148175922524296,delay_0_noise_0.0035,,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27009,capability_compiled,True,True,1.0,0.02369270757613926,0.02369270757613926,0.0021408409734303816,720,720,0,False,,2ebd5a46a509772b,0.7290128124405646,0.2302819314777738,19.614284529296153,0,0,0,0,True,True,33,7,26,286,0.0,0.8636363636363636,25,0.17942188267301104,0.6430295839495626,0.2208512441265082,0.5455240607271299,delay_0_noise_0.0035,,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27010,capability_compiled,False,False,0.6666666666666666,0.029720817144083186,0.029720817144083186,0.09176227446926899,720,496,0,True,stage_timeout,2ebd5a46a509772b,0.47983349328192215,0.20074929439627764,18.548803176349995,0,0,0,0,True,True,41,9,32,330,0.0,0.8878787878787879,26,0.1725290690682465,0.6374869598149296,0.20078188589795376,0.4618331555205488,delay_0_noise_0.0035,push,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27011,capability_compiled,True,True,1.0,0.007867550136277254,0.007867550136277254,0.001240272777737307,720,720,0,False,,2ebd5a46a509772b,0.6220713360652961,0.21586065686308575,18.876910354370363,0,0,0,0,True,True,36,9,27,307,0.0,0.8925081433224755,19,0.19598604342350173,0.6277099075957141,0.20736099165544886,0.5273019987397647,delay_0_noise_0.0035,,True
arm5_reference,push_to_zone,delay_0_noise_0.0035,27012,capability_compiled,True,True,1.0,0.009427608663946273,0.009427608663946273,0.0006753766902564401,720,720,0,False,,2ebd5a46a509772b,0.6683054179436847,0.2235181040961133,20.81216972021085,0,0,0,0,True,True,45,9,36,300,0.0,0.87,27,0.19677647952036675,0.6787546886522291,0.21613395817735073,0.555985280223926,delay_0_noise_0.0035,,True
